n,time_s,x_q24,p_q24,reference_x_m,word_hex,occupancy,sigma_delta_bit,chi,rho,theta,z,phi,depth,phase,lut,kappa,cycle
1384,10.81250000,-2989442,16497062,-0.182053341066,41B65A12BAE4DF27,0,0,0,1051,813,74,942,9,23,100,1,3
1385,10.82031250,-2860376,16520417,-0.174365920787,4341D3E982F55C47,0,0,0,1076,233,-90,47,10,23,8,1,3
1386,10.82812500,-2731136,16542764,-0.166667858110,3076D9FB74C5DF07,1,1,0,775,876,-19,844,11,23,96,1,3
1387,10.83593750,-2601729,16564101,-0.158959622887,3E299FE8C5A65E57,1,0,0,994,1231,-93,90,12,23,74,1,3
1388,10.84375000,-2472163,16584427,-0.151241685588,3C9E2A16FCE6DD2F,1,1,0,969,1813,91,974,13,23,37,1,3
1389,10.85156250,-2342446,16603741,-0.143514517275,4F912804CB475C6F,0,0,0,1273,148,19,180,14,23,13,1,3
1390,10.85937500,-2212586,16622041,-0.135778589576,34EF01F77267DCFF,1,1,0,846,1920,-35,806,15,23,31,1,3
1391,10.86718750,-2082591,16639327,-0.128034374652,4BA90A0D8D685E77,0,0,0,1210,1157,54,214,16,23,78,1,3
1392,10.87500000,-1952469,16655597,-0.120282345170,41B65A12FAD8DF27,0,0,0,1051,813,75,941,17,23,100,1,3
1393,10.88281250,-1822228,16670851,-0.112522974273,4361D3E982F95C47,0,1,0,1078,233,-90,47,18,23,8,1,3
1394,10.89062500,-1691876,16685087,-0.104756735554,306ED9FB74C9DD07,1,0,0,774,1900,-19,844,19,23,32,1,3
1395,10.89843750,-1561420,16698305,-0.096984103024,4B310008CDAA5C7F,0,1,0,1203,128,35,218,20,23,15,1,3
1396,10.90625000,-1430869,16710504,-0.089205551083,3456F7F2F2AADEFF,1,0,0,837,891,-53,810,21,23,95,1,3
1397,10.91406250,-1300231,16721683,-0.081421554496,3E71A7ED454B5C4F,0,1,0,999,211,-75,84,22,23,9,1,3
1398,10.92187500,-1169513,16731841,-0.073632588357,2FAECDF6B50BDD07,1,0,0,762,1894,-38,848,23,23,32,1,3
1399,10.92968750,-1038724,16740978,-0.065839128064,4AD0FC08CD8C5C7F,0,1,0,1197,126,35,216,24,23,15,1,3
1400,10.93750000,-907872,16749093,-0.058041649290,342EF5F2B2ACDCFF,1,0,0,834,1914,-54,810,25,23,31,1,3
1401,10.94531250,-776964,16756186,-0.050240627953,4B69060D4D4D5E77,0,1,0,1206,1155,53,212,26,23,78,1,3
1402,10.95312500,-646009,16762256,-0.042436540187,416E5A12BADDDD27,1,0,0,1046,1837,74,941,27,23,36,1,3
1403,10.96093750,-515014,16767303,-0.034629862313,506932098B0E5E6F,0,1,0,1286,1177,38,176,28,23,77,1,3
1404,10.96875000,-383988,16771327,-0.026821070811,421668177A8EDF1F,0,0,0,1057,820,93,936,29,23,99,1,3
1405,10.97656250,-252939,16774327,-0.019010642289,43E1D7E9832F5C47,0,1,0,1086,235,-90,50,30,23,8,1,3
1406,10.98437500,-121874,16776303,-0.011199053456,3056DBFBB4BFDF07,1,0,0,773,877,-18,843,31,23,96,1,3
1407,10.99218750,9198,16777255,-0.003386781090,305927FBB4B0630B,1,1,0,773,1171,-18,843,0,24,97,0,3
1408,11.00000000,140270,16777183,0.004425697988,423171F207F0E11B,1,0,0,1059,184,-56,127,1,24,35,0,3
1409,11.00781250,271333,16776087,0.012237906944,30DED7F5B4316073,1,1,0,781,1899,-42,835,2,24,14,0,3
1410,11.01562500,402380,16773967,0.020049368961,4B08FE0A0D71E2FB,0,0,0,1200,1151,40,215,3,24,95,0,3
1411,11.02343750,533402,16770823,0.027859607268,412E5812BAB26053,0,1,0,1042,1836,74,939,4,24,10,0,3
1412,11.03125000,664392,16766656,0.035668145168,505932094B02E30B,0,0,0,1285,1177,37,176,5,24,97,0,3
1413,11.03906250,795341,16761465,0.043474506069,421666177A83625B,1,1,0,1057,819,93,936,6,24,75,0,3
1414,11.04687500,926241,16755251,0.051278213510,43C9D7E98323E333,0,0,0,1084,1259,-90,50,7,24,102,0,3
1415,11.05468750,1057085,16748015,0.059078791192,3D6E3A1BBCC4604B,1,1,0,982,1821,110,972,8,24,9,0,3
1416,11.06250000,1187864,16739757,0.066875763010,50292C04CB64E30B,0,0,0,1282,1174,19,182,9,24,97,0,3
1417,11.07031250,1318571,16730477,0.074668653076,41EE6417BA55605B,0,1,0,1054,1842,94,933,10,24,11,0,3
1418,11.07812500,1449197,16720176,0.082456985753,509938098B35E30B,0,0,0,1289,1180,38,179,11,24,97,0,3
1419,11.08593750,1579735,16708854,0.090240285680,42566617BA86625B,1,1,0,1061,819,94,936,12,24,75,0,3
1420,11.09375000,1710177,16696512,0.098018077805,43C9D7E98316E333,0,0,0,1084,1259,-90,49,13,24,102,0,3
1421,11.10156250,1840514,16683151,0.105789887411,3D763A1BBCC7624B,1,1,0,983,797,110,972,14,24,73,0,3
1422,11.10937500,1970739,16668772,0.113555240148,4311CBE4C367E133,1,0,0,1073,229,-109,54,15,24,38,0,3
1423,11.11718750,2100844,16653376,0.121313662059,3026D5FB74986273,1,1,0,770,874,-19,841,16,24,78,0,3
1424,11.12500000,2230820,16636963,0.129064679609,3E119FE8C5A8E123,1,1,0,993,207,-93,90,17,24,36,0,3
1425,11.13281250,2360660,16619535,0.136807819716,2F86C9F6B4E96273,1,0,0,760,868,-38,846,18,24,78,0,3
1426,11.14062500,2490356,16601092,0.144542609779,3DA99BE88589E323,1,1,0,986,1229,-94,88,19,24,100,0,3
1427,11.14843750,2619900,16581636,0.152268577706,3C662A16BCFA624B,1,0,0,966,789,90,975,20,24,73,0,3
1428,11.15625000,2749284,16561168,0.159985251944,4289C7E4834AE333,0,1,0,1064,1251,-110,52,21,24,102,0,3
1429,11.16406250,2878500,16539689,0.167692161507,3CF6361B7CAB624B,1,0,0,975,795,109,970,22,24,73,0,3
1430,11.17187500,3007541,16517201,0.175388836005,42D1CBE4837BE133,1,1,0,1069,229,-110,55,23,24,38,0,3
1431,11.17968750,3136398,16493705,0.183074805672,303ED5FB749C6073,1,1,0,771,1898,-19,841,24,24,14,0,3
1432,11.18750000,3265064,16469202,0.190749601396,4AF10008CDBCE103,0,0,0,1199,128,35,219,25,24,32,0,3
1433,11.19531250,3393530,16443694,0.198412754748,348EF5F2B2AD6483,1,1,0,840,1914,-54,810,26,25,16,0,3
1434,11.20312500,3521789,16417182,0.206063798008,4B11080D8D3DE50B,0,0,0,1201,132,54,211,27,25,33,0,3
1435,11.21093750,3649833,16389668,0.213702264196,34CEF9F272EE6483,1,1,0,844,1916,-55,814,28,25,16,0,3
1436,11.21875000,3777655,16361154,0.221327687099,4B31060D8D3EE50B,0,1,0,1203,131,54,211,29,25,33,0,3
1437,11.22656250,3905246,16331641,0.228939601301,34CEF9F272DF6483,1,0,0,844,1916,-55,813,30,25,16,0,3
1438,11.23437500,4032599,16301131,0.236537542210,4B31080D8D3FE50B,0,1,0,1203,132,54,211,31,25,33,0,3
1439,11.24218750,4159705,16269626,0.244121046086,4B3EF80D8D30650F,0,1,0,1203,1916,54,211,0,25,33,1,3
1440,11.25000000,4286558,16237128,0.251689650072,4B75E42A40D0E74F,0,0,0,1207,754,169,13,1,25,105,1,3
1441,11.25781250,4413149,16203639,0.259242892219,39BA9206C9416627,1,1,0,923,1353,27,148,2,25,68,1,3
1442,11.26562500,4539471,16169161,0.266780311515,3FA61612FEE1E747,1,0,0,1018,779,75,1006,3,25,104,1,3
1443,11.27343750,4665516,16133696,0.274301447917,42F1C9E542726457,0,1,0,1071,228,-107,39,4,25,10,1,3
1444,11.28125000,4791276,16097247,0.281805842372,304ED9FBF4B2E517,1,1,0,772,1900,-17,843,5,25,34,1,3
1445,11.28906250,4916743,16059815,0.289293036851,4AD10008CDB3648F,0,0,0,1197,128,35,219,6,25,17,1,3
1446,11.29687500,5041910,16021403,0.296762574374,34AEF5F2B2A3E50F,1,1,0,842,1914,-54,810,7,25,33,1,3
1447,11.30468750,5166769,15982013,0.304213999039,4AF1080D8D346487,0,1,0,1199,132,54,211,8,25,16,1,3
1448,11.31250000,5291313,15941648,0.311646856050,34F6F9F272E4E70F,1,0,0,847,892,-55,814,9,25,97,1,3
1449,11.32031250,5415534,15900310,0.319060691743,3E11A7ED8525645F,1,1,0,993,211,-74,82,10,25,11,1,3
1450,11.32812500,5539425,15858001,0.326455053615,301ECDF67525E517,1,1,0,769,1894,-39,850,11,25,34,1,3
1451,11.33593750,5662978,15814724,0.333829490354,4A70FC090D76648F,0,0,0,1191,126,36,215,12,25,17,1,3
1452,11.34375000,5786185,15770482,0.341183551862,34AEF5F272B6E50F,1,1,0,842,1914,-55,811,13,25,33,1,3
1453,11.35156250,5909039,15725277,0.348516789283,4AE9080D8D376687,0,1,0,1198,1156,54,211,14,25,80,1,3
1454,11.35937500,6031532,15679113,0.355828755037,41F65A127AE7E737,0,0,0,1055,813,73,942,15,25,102,1,3
1455,11.36718750,6153657,15631992,0.363119002837,42F9D3E982E86657,1,1,0,1071,1257,-90,46,16,25,74,1,3
1456,11.37500000,6275406,15583917,0.370387087725,3DC63A1B7CD8E73F,1,1,0,988,797,109,973,17,25,103,1,3
1457,11.38281250,6396772,15534890,0.377632566094,42A9CBE503596657,1,0,0,1066,1253,-108,53,18,25,74,1,3
1458,11.39062500,6517748,15484915,0.384854995717,3D86361B7CA9EB47,1,1,0,984,795,109,970,19,26,104,1,3
1459,11.39843750,6638326,15433995,0.392053935776,4289CDE4C36A6A5F,1,1,0,1064,1254,-109,54,20,26,75,1,3
1460,11.40625000,6758499,15382133,0.399228946882,3D86341B7CBAEB47,1,1,0,984,794,109,971,21,26,104,1,3
1461,11.41406250,6878259,15329332,0.406379591112,4271CDE4C35B685F,0,0,0,1063,230,-109,53,22,26,11,1,3
1462,11.42187500,6997600,15275596,0.413505432026,3096D5FB34ABEB1F,1,1,0,777,874,-20,842,23,26,99,1,3
1463,11.42968750,7116513,15220927,0.420606034699,3D919FE8C59C686F,1,1,0,985,207,-93,89,24,26,13,1,3
1464,11.43750000,7234992,15165329,0.427680965748,2FFEC9F674FCE91F,1,0,0,767,1892,-39,847,25,26,35,1,3
1465,11.44531250,7353030,15108806,0.434729793356,4A28FC090D7D6A97,0,1,0,1186,1150,36,215,26,26,82,1,3
1466,11.45312500,7470619,15051360,0.441752087297,41CE56127ACDE93F,1,1,0,1052,1835,73,940,27,26,39,1,3
1467,11.46093750,7587752,14992996,0.448747418968,4F9134098AFE6887,0,1,0,1273,154,38,175,28,26,16,1,3
1468,11.46875000,7704422,14933717,0.455715361409,35CF05F732AEE90F,1,0,0,860,1922,-36,810,29,26,33,1,3
1469,11.47656250,7820621,14873526,0.462655489334,4B490C0DCD4F6A8F,0,1,0,1204,1158,55,212,30,26,81,1,3
1470,11.48437500,7936343,14812427,0.469567379152,42565A12BAEFEB3F,0,1,0,1061,813,74,942,31,26,103,1,3
1471,11.49218750,8051581,14750424,0.476450608997,4259A612BAE06B3B,0,0,0,1061,1235,74,942,0,26,103,0,3
1472,11.50000000,8166327,14687521,0.483304758753,481993F70620EB33,0,1,0,1153,1225,-36,98,1,26,102,0,3
1473,11.50781250,8280575,14623722,0.490129410078,3FF64C19BBF16A63,1,1,0,1023,806,102,959,2,26,76,0,3
1474,11.51562500,8394317,14559030,0.496924146429,42B1D1E70331E943,1,1,0,1067,232,-100,51,3,26,40,0,3
1475,11.52343750,8507547,14493449,0.503688553092,30FED7FB34C26883,1,0,0,783,1899,-20,844,4,26,16,0,3
1476,11.53125000,8620258,14426984,0.510422217202,4A7100090D92E913,0,1,0,1191,128,36,217,5,26,34,0,3
1477,11.53906250,8732443,14359638,0.517124727770,350EF5F272B3688B,1,1,0,848,1914,-55,811,6,26,17,0,3
1478,11.54687500,8844095,14291416,0.523795675711,4AA9080DCD23EB13,0,1,0,1194,1156,55,210,7,26,98,0,3
1479,11.55468750,8955207,14222322,0.530434653863,424E5A127AF46863,0,1,0,1060,1837,73,943,8,26,12,0,3
1480,11.56250000,9065772,14152359,0.537041257018,4F993409CAE4EB1B,0,0,0,1273,1178,39,174,9,26,99,0,3
1481,11.57031250,9175784,14081533,0.543615081942,42EE66173AA5686B,0,1,0,1070,1843,92,938,10,26,13,0,3
1482,11.57812500,9285236,14009847,0.550155727404,4FF9380A0B05EB1B,0,1,0,1279,1180,40,176,11,26,99,0,3
1483,11.58593750,9394121,13937306,0.556662794196,431666177AA66E73,1,1,0,1073,819,93,938,12,27,78,0,3
1484,11.59375000,9502433,13863914,0.563135885160,4309D9E9C2F6EF4B,0,0,0,1072,1260,-89,47,13,27,105,0,3
1485,11.60156250,9610165,13789676,0.569574605212,3E363A1B7CE76E63,1,1,0,995,797,109,974,14,27,76,0,3
1486,11.60937500,9717310,13714597,0.575978561366,4269CDE50347EF4B,0,1,0,1062,1254,-108,52,15,27,105,0,3
1487,11.61718750,9823862,13638681,0.582347362757,3DD6341B7CB86E63,1,1,0,989,794,109,971,16,27,76,0,3
1488,11.62500000,9929815,13561932,0.588680620666,4249CDE50358EF4B,0,1,0,1060,1254,-108,53,17,27,105,0,3
1489,11.63281250,10035162,13484355,0.594977948545,3DEE341B3CB96C63,1,0,0,990,1818,108,971,18,27,12,0,3
1490,11.64062500,10139896,13405955,0.601238962037,4F292E050B59EF23,0,1,0,1266,1175,20,181,19,27,100,0,3
1491,11.64843750,10244011,13326737,0.607463279001,42CE60173A8A6C73,0,1,0,1068,1840,92,936,20,27,14,0,3
1492,11.65625000,10347501,13246706,0.613650519537,4FB93A09CB0AEF23,0,1,0,1275,1181,39,176,21,27,100,0,3
1493,11.66406250,10450359,13165866,0.619800306009,432E64173AAB6C73,0,1,0,1074,1842,92,938,22,27,14,0,3
1494,11.67187500,10552579,13084223,0.625912263064,4FD93A0A0AFBEF23,0,0,0,1277,1181,40,175,23,27,100,0,3
1495,11.67968750,10654155,13001781,0.631986017661,433666177AAC6E73,1,1,0,1075,819,93,938,24,27,78,0,3
1496,11.68750000,10755081,12918545,0.638021199089,42E9D9EA02FCEF4B,0,1,0,1070,1260,-88,47,25,27,105,0,3
1497,11.69531250,10855351,12834521,0.644017438992,3E563A1B7CED6E63,1,1,0,997,797,109,974,26,27,76,0,3
1498,11.70312500,10954958,12749714,0.649974371389,4249CDE5434DEF4B,0,1,0,1060,1254,-107,52,27,27,105,0,3
1499,11.71093750,11053897,12664128,0.655891632701,3DF6341B3CCE6E63,1,1,0,991,794,108,972,28,27,76,0,3
1500,11.71875000,11152161,12577769,0.661768861768,4211CDE5034EED4B,1,0,0,1057,230,-108,52,29,27,41,0,3
1501,11.72656250,11249744,12490643,0.667605699875,3106D3FB34BF6E8B,1,1,0,784,873,-20,843,30,27,81,0,3
1502,11.73437500,11346641,12402754,0.673401790770,3D31A1E9058FED43,1,1,0,979,208,-92,88,31,27,40,0,3
1503,11.74218750,11442845,12314108,0.679156780692,3D3E61E905806D47,1,1,0,979,1840,-92,88,0,27,40,1,3
1504,11.75000000,11538351,12224711,0.684870318384,451DCA2941C0ED67,0,1,0,1105,1765,165,28,1,27,44,1,3
1505,11.75781250,11633152,12134568,0.690542055121,4499E222D1D16E5F,1,1,0,1097,1265,139,285,2,27,75,1,3
1506,11.76562500,11727243,12043684,0.696171644731,44C63A0DBCA1EF4F,0,0,0,1100,797,54,970,3,27,105,1,3
1507,11.77343750,11820619,11952065,0.701758743612,42B9D5EA42026E67,1,1,0,1067,1258,-87,32,4,27,76,1,3
1508,11.78125000,11913273,11859716,0.707303010756,3E3E3C1BBD02F157,1,1,0,995,1822,110,976,5,28,42,1,3
1509,11.78906250,12005200,11766644,0.712804107769,4F292E054B437297,0,1,0,1266,1175,21,180,6,28,82,1,3
1510,11.79687500,12096394,11672853,0.718261698895,42F660173A83F34F,0,1,0,1071,816,92,936,7,28,105,1,3
1511,11.80468750,12186850,11578350,0.723675451027,4299D9E9C2F4726F,1,1,0,1065,1260,-89,47,8,28,77,1,3
1512,11.81250000,12276562,11483140,0.729045033741,3E7E381B3CF4F157,1,1,0,999,1820,108,975,9,28,42,1,3
1513,11.82031250,12365525,11387229,0.734370119303,4F112E054B357097,0,0,0,1265,151,21,179,10,28,18,1,3
1514,11.82812500,12453733,11290623,0.739650382698,360F01F73285F127,1,1,0,864,1920,-36,808,11,28,36,1,3
1515,11.83593750,12541181,11193328,0.744885501646,4AB10E0E0D46709F,0,1,0,1195,135,56,212,12,28,19,1,3
1516,11.84375000,12627863,11095350,0.750075156623,35CEF9F272F6F127,1,1,0,860,1916,-55,815,13,28,36,1,3
1517,11.85156250,12713775,10996695,0.755219030878,4A710A0E0D07709F,0,1,0,1191,133,56,208,14,28,19,1,3
1518,11.85937500,12798911,10897369,0.760316810455,35B6F9F23307F327,1,1,0,859,892,-56,816,15,28,100,1,3
1519,11.86718750,12883266,10797378,0.765368184214,3D69A7EE05087277,1,1,0,982,1235,-72,80,16,28,78,1,3
1520,11.87500000,12966834,10696727,0.770372843843,3DC62C163D48F357,1,1,0,988,790,88,980,17,28,106,1,3
1521,11.88281250,13049611,10595424,0.775330483885,41A9C9E54319726F,1,0,0,1050,1252,-107,49,18,28,77,1,3
1522,11.89062500,13131591,10493474,0.780240801750,3E06341AFCD9F357,1,1,0,992,794,107,973,19,28,106,1,3
1523,11.89843750,13212770,10390883,0.785103497738,41E9CDE5034A726F,1,1,0,1054,1254,-108,52,20,28,77,1,3
1524,11.90625000,13293142,10287658,0.789918275055,3E3E341B3CCAF157,1,1,0,995,1818,108,972,21,28,42,1,3
1525,11.91406250,13372703,10183805,0.794684839832,4ED12E054B4B7097,0,1,0,1261,151,21,180,22,28,18,1,3
1526,11.92187500,13451448,10079331,0.799402901142,3616FFF6F28BF327,1,1,0,865,895,-37,808,23,28,100,1,3
1527,11.92968750,13529372,9974242,0.804072171020,3D91ADEDC53C7077,1,1,0,985,214,-73,83,24,28,14,1,3
1528,11.93750000,13606470,9868544,0.808692364476,30FECBF6353CF12F,1,1,0,783,1893,-40,851,25,28,37,1,3
1529,11.94531250,13682738,9762243,0.813263199519,49B0FE094D5D70A7,0,1,0,1179,127,37,213,26,28,20,1,3
1530,11.95312500,13758170,9655347,0.817784397168,356EF3F232DDF127,1,1,0,854,1913,-56,813,27,28,36,1,3
1531,11.96093750,13832763,9547861,0.822255681472,4A11080DCD1E709F,0,0,0,1185,132,55,209,28,28,19,1,3
1532,11.96875000,13906511,9439793,0.826676779528,35CEF7F1F30EF127,1,1,0,860,1915,-57,816,29,28,36,1,3
1533,11.97656250,13979411,9331148,0.831047421493,4A31080E0D0F74A7,0,1,0,1187,132,56,208,30,29,20,1,3
1534,11.98437500,14051457,9221934,0.835367340608,35CEF9F2330FF52F,1,1,0,860,1916,-56,816,31,29,37,1,3
1535,11.99218750,14122646,9112157,0.839636273205,35C109F23300752B,1,1,0,860,132,-56,816,0,29,37,0,3
1536,12.00000000,14192973,9001824,0.843853958732,33AA1FD67F10F76B,1,1,0,826,1295,-167,1009,1,29,109,0,3
1537,12.00781250,14262433,8890941,0.848020139763,47456DF936E17643,0,1,0,1140,694,-28,878,2,29,72,0,3
1538,12.01562500,14331023,8779516,0.852134562016,3F79EDEDC101F763,1,1,0,1015,1270,-73,16,3,29,108,0,3
1539,12.02343750,14398738,8667555,0.856196974367,3E06361A7DC27673,1,1,0,992,795,105,988,4,29,78,0,3
1540,12.03125000,14465574,8555065,0.860207128867,41E9C9E4C322F75B,0,1,0,1054,1252,-109,50,5,29,107,0,3
1541,12.03906250,14531528,8442053,0.864164780758,3E36341B3CC37673,1,1,0,995,794,108,972,6,29,78,0,3
1542,12.04687500,14596595,8328525,0.868069688485,41C9CDE50343F75B,0,1,0,1052,1254,-108,52,7,29,107,0,3
1543,12.05468750,14660771,8214489,0.871921613712,3E4E341AFCC47473,1,1,0,996,1818,107,972,8,29,14,0,3
1544,12.06250000,14724052,8099952,0.875720321338,4EB12E054B44F533,0,1,0,1259,151,21,180,9,29,38,0,3
1545,12.07031250,14786434,7984920,0.879465579510,3636FFF6F28576A3,1,0,0,867,895,-37,808,10,29,84,0,3
1546,12.07812500,14847914,7869401,0.883157159635,3D71ADEE0535F553,1,1,0,983,214,-72,83,11,29,42,0,3
1547,12.08593750,14908487,7753402,0.886794836399,3126CBF63536769B,1,1,0,786,869,-40,851,12,29,83,0,3
1548,12.09375000,14968151,7636929,0.890378387777,3C919DE94546F54B,1,1,0,969,206,-91,84,13,29,41,0,3
1549,12.10156250,15026901,7519990,0.893907595048,30A6C7F63527769B,1,1,0,778,867,-40,850,14,29,83,0,3
1550,12.10937500,15084734,7402592,0.897382242806,3C699DE90557F74B,1,1,0,966,1230,-92,85,15,29,105,0,3
1551,12.11718750,15141646,7284743,0.900802118977,3D9E28163D287473,1,1,0,985,1812,88,978,16,29,14,0,3
1552,12.12500000,15197634,7166449,0.904167014830,4E492A054B18F733,0,1,0,1252,1173,21,177,17,29,102,0,3
1553,12.13281250,15252694,7047717,0.907476724989,43166016FAA97683,1,1,0,1073,816,91,938,18,29,80,0,3
1554,12.14062500,15306823,6928555,0.910731047445,4251D9E9C2F9F55B,1,1,0,1061,236,-89,47,19,29,43,0,3
1555,12.14843750,15360018,6808970,0.913929783573,31C6D7FAF4FA769B,1,1,0,796,875,-21,847,20,29,83,0,3
1556,12.15625000,15412276,6688970,0.917072738137,3CF1A1E9456AF553,1,1,0,975,208,-91,86,21,29,42,0,3
1557,12.16406250,15463593,6568562,0.920159719308,30DEC7F6351B749B,1,1,0,781,1891,-40,849,22,29,19,0,3
1558,12.17187500,15513966,6447753,0.923190538672,4968FE094D5BFB2B,0,1,0,1174,1151,37,213,23,30,101,0,3
1559,12.17968750,15563392,6326550,0.926165011245,428E54123AEC7883,0,1,0,1064,1834,72,942,24,30,16,0,3
1560,12.18750000,15611868,6204961,0.929082955478,4ED9360A0ADCFB3B,0,1,0,1261,1179,40,173,25,30,103,0,3
1561,12.19531250,15659391,6082993,0.931944193277,438E6416FACD788B,0,1,0,1080,1842,91,940,26,30,17,0,3
1562,12.20312500,15705959,5960654,0.934748550005,4F593A0A4AEDFB3B,0,1,0,1269,1181,41,174,27,30,103,0,3
1563,12.21093750,15751568,5837951,0.937495854500,43B664173ACE7A8B,1,1,0,1083,818,92,940,28,30,81,0,3
1564,12.21875000,15796216,5714892,0.940185939080,4271D9EA02EEF963,1,1,0,1063,236,-88,46,29,30,44,0,3
1565,12.22656250,15839899,5591484,0.942818639556,31DED7FAF4FF78A3,1,1,0,797,1899,-21,847,30,30,20,0,3
1566,12.23437500,15882616,5467735,0.945393795242,49E902098D6FFB33,0,1,0,1182,1153,38,214,31,30,102,0,3
1567,12.24218750,15924363,5343652,0.947911248963,49E6FE098D607B37,0,1,0,1182,895,38,214,0,30,102,1,3
1568,12.25000000,15965138,5219243,0.950370847068,3F6E7C0A38D0F957,1,1,0,1014,1854,40,909,1,30,42,1,3
1569,12.25781250,16004939,5094515,0.952772439434,4D912A0B0B6178A7,0,1,0,1241,149,44,182,2,30,20,1,3
1570,12.26562500,16043763,4969476,0.955115879481,3676FFF572D1FB37,1,1,0,871,895,-43,813,3,30,102,1,3
1571,12.27343750,16081608,4844134,0.957401024178,3D51ABEE05127887,1,1,0,981,213,-72,81,4,30,16,1,3
1572,12.28125000,16118471,4718496,0.959627734051,313ECBF63542F93F,1,0,0,787,1893,-40,852,5,30,39,1,3
1573,12.28906250,16154350,4592570,0.961795873193,4970FE098D4378B7,0,1,0,1175,127,38,212,6,30,22,1,3
1574,12.29687500,16189243,4466364,0.963905309273,35AEF3F1F2E3F937,1,1,0,858,1913,-57,814,7,30,38,1,3
1575,12.30468750,16223148,4339886,0.965955913540,49E90A0E0D047AAF,0,1,0,1182,1157,56,208,8,30,85,1,3
